VALIDERT	LIMS_OPPDRAGSNR	PROSJEKTNAVN	PRAVENR	PRAVEMERKING	STASJON	Havdyp	DATE	METODEKODE	ANALYSE	KOMPONENT	STANDARD	RESULTAT	ENHETER	AKKREDITERING	UNDERLEVERANDR_STANDARD	Sample type	DYP	ART	VEV	Sampling_date
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00187	Toska S 3	Scr24_F3	397	2024.10.28 00:00:00	INTERN_NIVA	PFAS	TFA	Intern metode	0.26	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00187	Toska S 3	Scr24_F3	397	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CCPCA	Intern metode	3.10	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00187	Toska S 3	Scr24_F3	397	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	BCCPCA	Intern metode	3.00	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00187	Toska S 3	Scr24_F3	397	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Tralopyril	Intern metode	17.70	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00187	Toska S 3	Scr24_F3	397	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Diflubenzuron	Intern metode	<0.2	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00187	Toska S 3	Scr24_F3	397	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Teflubenzuron	Intern metode	6.58	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00187	Toska S 3	Scr24_F3	397	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Emamectin	Intern metode	<0.05	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00187	Toska S 3	Scr24_F3	397	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Copper pyrithione	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00187	Toska S 3	Scr24_F3	397	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Zinc pyrithione	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00187	Toska S 3	Scr24_F3	397	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CFPCN	Intern metode	12.60	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00187	Toska S 3	Scr24_F3	397	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	ACBE	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00187	Toska S 3	Scr24_F3	397	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CHPAPE	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00187	Toska S 3	Scr24_F3	397	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	ACCA	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00187	Toska S 3	Scr24_F3	397	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CDHFPCN	Intern metode	<1	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00187	Toska S 3	Scr24_F3	397	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CCEFPE	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00187	Toska S 3	Scr24_F3	397	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CHFPCN	Intern metode	1.30	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Kadmium	Intern metode	<0.01	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Bly	Intern metode	30.20	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Arsen	Intern metode	5.54	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Sink	Intern metode	66.10	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Kobber	Intern metode	16.70	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Nikkel	Intern metode	21.70	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Kobolt	Intern metode	8.52	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Jern	Intern metode	14655	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Mangan	Intern metode	589	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Krom	Intern metode	19.90	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Vanadium	Intern metode	25.30	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Kalium	Intern metode	3817	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Aluminium	Intern metode	7434	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Magnesium	Intern metode	8059	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	S?lv	Intern metode	<0.06	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	PFAS	TFA	Intern metode	0.74	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CFPCN	Intern metode	3.30	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	ACBE	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CHPAPE	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	ACCA	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CDHFPCN	Intern metode	<1	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CHFPCN	Intern metode	0.80	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CCEFPE	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CCPCA	Intern metode	<1	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	BCCPCA	Intern metode	4.50	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Tralopyril	Intern metode	11.00	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Diflubenzuron	Intern metode	<0.2	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Teflubenzuron	Intern metode	1.73	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Emamectin	Intern metode	<0.05	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Copper pyrithione	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00188	Toska S 4	Scr24_F4	270	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Zinc pyrithione	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Krom	Intern metode	14.20	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Jern	Intern metode	9102	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Kalium	Intern metode	2681	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Aluminium	Intern metode	5145	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Magnesium	Intern metode	5618	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Bly	Intern metode	23.10	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Kadmium	Intern metode	<0.01	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	S?lv	Intern metode	<0.06	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Arsen	Intern metode	4.19	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Vanadium	Intern metode	17.60	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Sink	Intern metode	45.80	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Kobber	Intern metode	13.20	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Nikkel	Intern metode	13.70	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Kobolt	Intern metode	4.78	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Mangan	Intern metode	215	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	PFAS	TFA	Intern metode	1.52	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CCEFPE	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CCPCA	Intern metode	<1	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	BCCPCA	Intern metode	1.50	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Tralopyril	Intern metode	16.40	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Diflubenzuron	Intern metode	<0.2	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Teflubenzuron	Intern metode	1.34	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Emamectin	Intern metode	<0.05	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Copper pyrithione	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Zinc pyrithione	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CFPCN	Intern metode	3.80	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	ACBE	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CHPAPE	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CHFPCN	Intern metode	0.90	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CDHFPCN	Intern metode	<1	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00189	Toska S 5	Scr24_F5	166	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	ACCA	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00190	Toska S 6	Scr24_F6	170	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Bly	Intern metode	13.20	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00190	Toska S 6	Scr24_F6	170	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	S?lv	Intern metode	<0.06	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00190	Toska S 6	Scr24_F6	170	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Arsen	Intern metode	2.26	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00190	Toska S 6	Scr24_F6	170	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Sink	Intern metode	28.90	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00190	Toska S 6	Scr24_F6	170	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Kobber	Intern metode	7.00	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00190	Toska S 6	Scr24_F6	170	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Nikkel	Intern metode	9.07	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00190	Toska S 6	Scr24_F6	170	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Kobolt	Intern metode	2.98	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00190	Toska S 6	Scr24_F6	170	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Jern	Intern metode	5561	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00190	Toska S 6	Scr24_F6	170	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Mangan	Intern metode	120	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00190	Toska S 6	Scr24_F6	170	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Krom	Intern metode	8.80	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00190	Toska S 6	Scr24_F6	170	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Vanadium	Intern metode	9.61	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00190	Toska S 6	Scr24_F6	170	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Kalium	Intern metode	1579	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00190	Toska S 6	Scr24_F6	170	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Aluminium	Intern metode	3213	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00190	Toska S 6	Scr24_F6	170	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Magnesium	Intern metode	3289	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00190	Toska S 6	Scr24_F6	170	2024.10.28 00:00:00	INTERN_NIVA	METALLER_OPPSL	Kadmium	Intern metode	<0.01	mg/kg	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00190	Toska S 6	Scr24_F6	170	2024.10.28 00:00:00	INTERN_NIVA	PFAS	TFA	Intern metode	0.47	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00190	Toska S 6	Scr24_F6	170	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CFPCN	Intern metode	1.90	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00190	Toska S 6	Scr24_F6	170	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	ACBE	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00190	Toska S 6	Scr24_F6	170	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CHPAPE	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00190	Toska S 6	Scr24_F6	170	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	ACCA	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00190	Toska S 6	Scr24_F6	170	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CDHFPCN	Intern metode	<1	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00190	Toska S 6	Scr24_F6	170	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CHFPCN	Intern metode	0.60	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00190	Toska S 6	Scr24_F6	170	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CCEFPE	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			28.10.2024 00:00:00
